Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age,Volume,Density
I,1.0625,0.875,0.2625,10.716111,4.43669675,1.85689225,3.3168915,7.0,0.15784662307343247,67.88939029132548
I,1.25,0.925,0.2625,14.004653,6.633783,3.118445,3.96893,7.0,0.17640165468369723,79.39071220795236
I,1.0625,0.8125,0.275,9.02931575,4.46504625,2.02698925,2.6932025,7.0,0.14258351423397037,63.32650586226592
F,1.1375,0.875,0.3125,13.39513875,5.03203625,2.721552,4.1106775,7.0,0.18791264651599104,71.28385980589175
I,0.925,0.6875,0.2375,6.50621025,2.778251,1.23320325,1.814368,7.0,0.08816554578372722,73.79538335712152
I,0.9,0.6875,0.2625,6.56290925,2.721552,1.417475,2.08368825,7.0,0.09744612955043537,67.3491012960471
I,1.2875,0.9625,0.325,15.43630275,7.9095105,3.86970675,4.40834725,7.0,0.23646927437572318,65.27825989550526
M,1.3125,0.975,0.325,17.4916415,8.71747125,2.6932025,5.20213325,7.0,0.24265121695090225,72.08552967422058
I,0.9875,0.7875,0.2375,8.32057825,3.912231,1.54504775,2.551455,7.0,0.11567902519524408,71.92814977439907
I,1.2875,1.025,0.3375,19.09338825,8.788345,4.1106775,4.32329875,7.0,0.2784911440790624,68.56012715642933
F,1.0875,0.825,0.2625,10.4042665,4.52174525,2.22543575,3.40194,7.0,0.1403224265526269,74.14542889263647
I,0.9375,0.7,0.2375,6.633783,2.53728025,1.814368,2.1262125,7.0,0.09140071126537802,72.57911791013417
I,0.9875,0.725,0.225,7.6827145,3.92640575,1.80019325,2.211261,7.0,0.09288560466805135,82.7115733105899
I,1.1625,0.9375,0.2875,13.04077,5.953395,3.30271675,4.1106775,7.0,0.1984587644327048,65.71022467703604
I,0.9375,0.6875,0.2375,8.8733935,4.15320175,1.4458245,2.494756,7.0,0.08816554578372722,100.64468405568209
I,1.1375,0.9375,0.3,14.55746825,6.73300625,3.01922175,3.8271825,7.0,0.20708740636456155,70.2962507742875
I,0.9125,0.675,0.2125,5.556502,2.19708625,0.963883,1.814368,7.0,0.07604249561706701,73.07101055679841
I,1.025,0.7625,0.225,9.298636,4.53592,1.88524175,2.551455,7.0,0.10274296521100446,90.50387032244281
I,1.125,0.825,0.2625,12.2753335,5.99591925,2.8632995,3.685435,7.0,0.1403224265526269,87.47948422482722
M,0.8375,0.65,0.25,6.1518415,2.45223175,1.6726205,2.4097075,7.0,0.08295768100885548,74.15638220821661
I,0.925,0.75,0.225,7.654365,3.04757125,1.85689225,2.19708625,7.0,0.09940195505498955,77.00416954340159
I,1.1625,0.8875,0.2375,15.26620575,7.41339425,2.608154,3.75630875,7.0,0.14692314588289881,103.90606366520032
I,0.7375,0.5375,0.1875,3.64291075,1.417475,0.58116475,0.793786,7.0,0.042544957152008255,85.62497165020751
I,1.0,0.775,0.225,7.98038425,3.9405805,1.7293195,2.26796,7.0,0.10613919867538331,75.18790747994292
I,1.1125,0.85,0.3,12.74310025,4.91863825,2.5231055,3.40194,7.0,0.17023505191639687,74.85591308338888
I,1.15,0.8875,0.3,14.571643,6.33611325,2.96252275,3.96893,7.0,0.1855871316415564,78.5164513892252
I,0.8125,0.6125,0.225,6.180191,2.70737725,1.020582,1.8427175,7.0,0.06629558169084165,93.22176293467467
I,1.0875,0.825,0.2875,10.886208,4.0539785,2.438057,3.5436875,7.0,0.15368646717668658,70.83387496626236
I,1.125,0.875,0.325,13.19669225,5.88252125,2.70737725,3.52951275,7.0,0.19542915237663067,67.52673329190601
I,0.9875,0.775,0.2375,8.674947,3.98310475,1.80019325,2.4097075,7.0,0.1120358208240157,77.430119547448
I,0.925,0.7,0.2625,7.6260155,3.18931875,1.6726205,2.56562975,7.0,0.10102183876699677,75.48878136725594
F,1.1,0.8625,0.2875,12.68640125,6.293589,2.62232875,3.96893,7.0,0.16797549821584137,75.5253080642661
I,0.975,0.725,0.225,7.44174375,3.6570855,1.7293195,2.3530085,7.0,0.09288560466805135,80.11729887095885
F,1.1625,0.8625,0.3,13.437663,5.76912325,2.5231055,3.40194,7.0,0.1752787807469649,76.66451662166007
I,1.1375,0.875,0.2625,11.6516445,4.9611625,2.14038725,3.8271825,7.0,0.15784662307343247,73.81624182469517
I,1.0375,0.8125,0.2875,11.29727575,5.28718175,2.3530085,2.6932025,7.0,0.14906458306278716,75.78779290075565
I,1.125,0.8375,0.35,13.16834275,5.00368675,3.2601925,3.118445,7.0,0.192809113190922,68.29730468684093
I,0.85,0.625,0.2,5.10291,2.62232875,1.14815475,1.5592225,7.0,0.061359231515425654,83.16450310687371
I,0.9375,0.6875,0.2375,8.8733935,4.15320175,1.4458245,2.494756,7.0,0.08816554578372722,100.64468405568209
I,1.3125,1.0125,0.275,16.6411565,8.68912175,3.18931875,5.2446575,7.0,0.22141785488498922,75.15724740736873
I,0.5375,0.425,0.1375,1.48834875,0.7654365,0.35436875,0.4252425,7.0,0.01950609969875381,76.3017093619739
I,1.075,0.8125,0.275,10.9145575,4.63514325,2.96252275,2.551455,7.0,0.14258351423397037,76.54852356977199
I,0.9,0.675,0.225,6.13766675,2.721552,1.0489315,2.1262125,7.0,0.08051558359454154,76.22955055393892
I,0.8625,0.6375,0.225,5.8116475,2.0128145,1.31825175,1.70097,7.0,0.07181791252722995,80.9219774773668
I,1.175,0.9,0.2625,14.69921575,6.2652395,3.04757125,3.685435,7.0,0.16699528449238246,88.02174142031244
I,1.2625,0.9875,0.3125,15.762322,7.1157245,3.3735905,3.685435,7.0,0.23933935242985718,65.8576278408685
I,1.2,0.8625,0.3125,12.6722265,4.7910655,2.65067825,3.8271825,7.0,0.18258206327808846,69.4056484655839
F,1.1625,0.9125,0.3,12.6722265,4.7910655,3.0333965,4.1106775,7.0,0.19619000684742197,64.59160027378591
I,1.125,0.8375,0.25,11.41067375,4.40834725,2.87747425,3.8271825,7.0,0.13772079513637286,82.8536731776854
I,0.9625,0.7625,0.25,7.087375,3.35941575,1.0489315,2.494756,7.0,0.1141588502344494,62.08344762972448
I,1.0125,0.7875,0.2625,9.00096625,4.7910655,1.927766,3.118445,7.0,0.12785576468948032,70.39937754750747
I,0.8,0.6,0.1875,6.30776375,2.9199985,1.4458245,1.5592225,7.0,0.053014376029327764,118.98213696810315
I,0.8875,0.6875,0.225,6.577084,2.82077525,1.65844575,2.1262125,7.0,0.08352525390037317,78.74365767082828
I,1.0,0.775,0.225,8.8733935,3.9405805,1.77184375,3.2601925,7.0,0.10613919867538331,83.60147439155287
I,1.0875,0.8,0.275,11.07047975,4.8477645,2.90582375,3.8271825,7.0,0.13823007675795093,80.08734430051042
F,1.2625,0.9875,0.2625,14.17475,6.7188315,3.04757125,4.26659975,7.0,0.20104505604108006,70.50533984334156
I,1.2125,0.9,0.275,14.10387625,6.19436575,2.8066005,3.96893,7.0,0.17494744089678163,80.61779113603176
M,1.075,0.85,0.3,11.226402,5.03203625,2.08368825,2.6932025,7.0,0.17023505191639687,65.9464773771346
I,1.0125,0.75,0.225,9.51125725,4.9611625,1.97029025,2.05533875,7.0,0.09940195505498955,95.68481067337493
I,0.9375,0.675,0.2125,5.5848515,2.05533875,1.20485375,1.984465,7.0,0.07604249561706701,73.44382183514942
I,0.9625,0.75,0.25,6.36446275,2.65067825,1.587572,2.4097075,7.0,0.11044661672776616,57.62478687497886
I,0.6875,0.4875,0.175,3.35941575,1.1056305,0.4819415,0.9922325,7.0,0.032664586897236836,102.84580547639437
I,0.8875,0.75,0.25,7.144074,3.01922175,1.5025235,2.26796,7.0,0.11044661672776616,64.68350241645733
I,1.1,0.8,0.275,10.4609655,4.6776675,2.67902775,2.4097075,7.0,0.13823007675795093,75.67792585630819
I,1.0375,0.8,0.2125,8.9867915,5.74077375,2.608154,2.551455,7.0,0.10681415022205297,84.13484057418994
I,1.325,1.0375,0.3125,21.035329,9.865626,5.48562825,4.3941725,7.0,0.2641898411936046,79.62202068392482
I,0.7375,0.575,0.2125,3.81300775,1.474174,0.963883,1.417475,7.0,0.05518035690182227,69.10081710388647
I,1.0375,0.7625,0.225,9.25611175,4.74854125,2.14038725,2.8632995,7.0,0.10274296521100446,90.08998067157798
I,1.025,0.8125,0.25,9.412034,3.86970675,2.11203775,2.83495,7.0,0.12962137657633668,72.61174235761229
I,1.1625,0.875,0.3125,13.60776,5.443104,2.96252275,4.53592,7.0,0.18791264651599104,72.41534964408052
I,0.8625,0.675,0.25,6.293589,3.458639,1.34660125,1.8427175,7.0,0.08946175954949061,70.34948822483601
I,0.95,0.725,0.225,6.50621025,2.42388225,1.40330025,2.4097075,7.0,0.09288560466805135,70.0454098700383
I,1.025,0.75,0.25,8.20718025,3.92640575,1.9561155,2.551455,7.0,0.11044661672776616,74.30902360938254
F,1.1125,0.85,0.275,12.6722265,5.54232725,2.42388225,3.685435,7.0,0.15604879759003049,81.20681924952937
I,1.125,0.8875,0.2875,11.1413535,4.72019175,2.65067825,3.2601925,7.0,0.17785433448982488,62.6431373289775
I,1.0875,0.8125,0.275,10.432616,4.4508715,1.85689225,2.9766975,7.0,0.14258351423397037,73.16845889266517
I,1.1375,0.875,0.3,13.99047825,6.4920355,2.50893075,3.33106625,7.0,0.1803961406553514,77.55419932585447
I,1.05,0.8125,0.25,9.02931575,3.84135725,1.88524175,2.6932025,7.0,0.12962137657633668,69.65915644849251
I,1.0,0.875,0.25,12.984071,5.1312595,2.494756,3.572037,7.0,0.15033011721279282,86.37039098174188
I,0.9,0.675,0.2375,6.36446275,2.83495,1.03475675,1.984465,7.0,0.08498867157201608,74.88601283298097
I,0.8625,0.6375,0.2125,5.10291,2.05533875,0.83631025,1.70097,7.0,0.06782802849793938,75.23305797034962
I,1.1,0.85,0.2625,11.509897,5.329706,2.2963095,3.685435,7.0,0.1489556704268473,77.27061995704659
I,0.95,0.6875,0.2,6.7755305,3.005047,1.1623295,1.984465,7.0,0.07424467013366504,91.25948688036189
I,1.025,0.775,0.25,7.98038425,3.55786225,1.927766,2.551455,7.0,0.11793244297264811,67.66911673194863
I,1.125,0.8375,0.25,10.716111,4.03980375,2.11203775,2.83495,7.0,0.13772079513637286,77.81040611469584
I,1.1875,0.8875,0.275,12.927372,5.499803,2.8066005,3.742134,7.0,0.1701215373380934,75.98903820336756
I,1.15,0.9,0.3,14.0330025,6.5487345,3.01922175,3.118445,7.0,0.19085175370557994,73.52828689040082
I,0.95,0.6875,0.25,6.30776375,3.005047,1.34660125,2.02698925,7.0,0.0928058376670813,67.9673165887214
I,1.0625,0.8125,0.275,10.19164525,4.876114,2.36718325,2.9766975,7.0,0.14258351423397037,71.47842655411176
I,1.15,0.85,0.25,12.60135275,5.2446575,2.31048425,3.118445,7.0,0.14186254326366407,88.82790664889797
I,0.8,0.6125,0.2,4.40834725,1.65844575,1.077281,1.3891255,7.0,0.058929405947414804,74.80725758433327
I,0.9875,0.7375,0.25,8.23552975,3.98310475,1.77184375,2.36718325,7.0,0.10679574245259835,77.11477593458716
I,0.8625,0.675,0.25,5.5848515,2.2963095,1.587572,1.927766,7.0,0.08946175954949061,62.427248559877
I,1.0875,0.8125,0.275,10.0640725,4.0539785,2.50893075,2.9766975,7.0,0.14258351423397037,70.5837035513482
I,1.075,0.8125,0.2625,10.3475675,4.9611625,2.45223175,2.9766975,7.0,0.1361024454051535,76.02778531419531
I,0.9625,0.725,0.2,7.72523875,3.33106625,1.77184375,2.4097075,7.0,0.08256498192715676,93.56555975286979
I,0.9375,0.6875,0.2125,5.71242425,2.551455,1.03475675,1.5592225,7.0,0.0788849620170191,72.41461622010502
M,0.8375,0.6375,0.2375,6.066793,2.721552,1.54504775,1.984465,7.0,0.0758077965565205,80.02861546670523
I,1.0,0.775,0.25,8.06543275,3.515338,1.99863975,3.005047,7.0,0.11793244297264811,68.39027961008662
I,0.875,0.6625,0.225,5.71242425,2.19708625,1.13398,1.8427175,7.0,0.0775611365970738,73.65060003795143
M,1.025,0.8,0.2375,9.25611175,4.6776675,1.88524175,2.83495,7.0,0.11938052083641214,77.5345230959723
M,0.75,0.575,0.1875,3.6003865,1.71514475,1.077281,1.2757275,7.0,0.048688550207490244,73.94729324772781
I,0.925,0.7,0.2125,6.27941425,2.7499015,1.77184375,1.984465,7.0,0.08177958376375928,76.78461984032168
I,0.85,0.625,0.2125,5.06038575,1.88524175,0.83631025,1.2757275,7.0,0.06519418348513975,77.6202028997488
I,1.0875,0.85,0.275,10.4042665,4.26659975,2.3530085,3.40194,7.0,0.15604879759003049,66.6731603234391
I,1.25,0.975,0.35,15.74814725,6.33611325,3.04757125,5.6699,7.0,0.2613166951778947,60.264604369342905
I,0.8875,0.65,0.225,5.31553125,2.0695135,1.77184375,1.984465,7.0,0.07466191290796993,71.19468337962425
I,0.875,0.6625,0.225,5.10291,2.1829115,1.06310625,1.70097,7.0,0.0775611365970738,65.79209928948515
I,0.9625,0.7,0.2125,7.9095105,3.2601925,1.7293195,2.16873675,7.0,0.08177958376375928,96.7174218304729
I,1.0125,0.725,0.25,8.618248,3.72795925,1.77184375,2.05533875,7.0,0.10320622740894594,83.50511608035939
I,0.8375,0.625,0.2375,6.25106475,2.9766975,1.587572,1.984465,7.0,0.07286408742456796,85.79075057340657
I,0.825,0.6375,0.2375,5.783298,2.83495,1.1056305,1.5592225,7.0,0.0758077965565205,76.28896053835453
I,0.9125,0.675,0.2125,5.88252125,2.48058125,1.20485375,1.984465,7.0,0.07604249561706701,77.35834025783504
I,1.125,0.8375,0.2625,10.0640725,5.37223025,2.45223175,2.891649,7.0,0.1446068348931915,69.59610524242132
I,1.2,0.9125,0.2625,14.67086625,7.144074,2.8066005,3.96893,7.0,0.17166625599149424,85.46156124431883
I,1.1875,0.9375,0.3125,15.5638755,6.8322295,3.118445,4.3941725,7.0,0.21571604829641827,72.14982669538556
I,1.25,0.9875,0.3,14.911837,6.633783,2.93417325,4.35164825,7.0,0.22976577833266287,64.90016532579592
M,1.2625,0.9625,0.3125,16.42853525,6.6621325,3.50116325,4.9611625,7.0,0.22737430228434918,72.253262945497
F,1.1,0.875,0.3125,13.8062065,5.74077375,2.87747425,3.35941575,7.0,0.18791264651599104,73.47140682639002
I,0.95,0.7125,0.2375,8.674947,3.9972795,1.6726205,2.1262125,7.0,0.09469416801696852,91.61015067417362
I,1.1,0.85,0.25,11.55242125,5.76912325,2.4664065,2.73572675,7.0,0.14186254326366407,81.43390767024954
I,1.1125,0.825,0.25,12.7289255,6.25106475,2.50893075,3.118445,7.0,0.13364040624059703,95.24758161153532
I,1.1,0.8125,0.25,10.6877615,4.49339575,2.041164,2.9766975,7.0,0.12962137657633668,82.45369538801155
I,0.825,0.65,0.2375,5.2446575,1.85689225,1.23320325,1.5592225,7.0,0.0788097969584127,66.54829351695403
M,0.925,0.675,0.225,8.46232575,3.92640575,1.77184375,1.984465,7.0,0.08051558359454154,105.1017128884562
I,1.1875,0.9125,0.3,13.437663,6.4920355,3.1467945,3.40194,7.0,0.19619000684742197,68.49310633059177
M,1.125,0.8375,0.3,11.226402,5.34388075,2.36718325,2.9766975,7.0,0.16526495416364742,67.92971962394081
I,0.8375,0.625,0.1875,5.00368675,2.438057,1.13398,1.417475,7.0,0.05752427954571154,86.98390991622644
F,1.2,0.9125,0.3125,14.07552675,6.577084,3.27436725,3.685435,7.0,0.20436459046606456,68.87458692281278
M,1.0875,0.7875,0.275,9.19941275,3.5436875,2.097863,3.118445,7.0,0.13394413443659842,68.68096754437936
I,0.85,0.6625,0.225,5.0745605,2.1829115,1.14815475,1.5592225,7.0,0.0775611365970738,65.4265876267658
F,1.1625,0.9375,0.2875,15.365429,6.39281225,3.50116325,3.78465825,7.0,0.1984587644327048,77.42378646729028
I,0.925,0.7,0.25,6.30776375,2.83495,1.360776,2.1262125,7.0,0.0962112750161874,65.56158567630175
I,0.95,0.75,0.25,7.18659825,3.30271675,1.60174675,2.4097075,7.0,0.11044661672776616,65.06852326417435
I,1.1875,1.0,0.325,15.762322,5.953395,3.64291075,3.8271825,7.0,0.2552544031041707,61.75142057615089
I,1.125,0.875,0.2,13.267566,6.5487345,2.8066005,3.2601925,7.0,0.12026409377023427,110.32025922340392
I,1.2625,0.95,0.3125,15.2236815,7.52679225,3.58621175,4.252425,7.0,0.2215068257706866,68.72782112710247
F,1.2625,0.9875,0.375,18.71067,8.63242275,3.86970675,5.2446575,7.0,0.2872072229158286,65.14693401524762
I,1.1,0.85,0.3,11.77921725,4.7910655,2.9766975,3.8271825,7.0,0.17023505191639687,69.1938417934329
I,0.775,0.5625,0.1875,3.6570855,1.417475,1.00640725,1.00640725,7.0,0.04659466643202635,78.48721280868192
I,0.925,0.7,0.2125,6.53455975,2.721552,1.43164975,1.927766,7.0,0.08177958376375928,79.90453667356275
I,0.6875,0.5,0.1625,2.83495,1.1623295,0.623689,0.9922325,5.0,0.031906800388021336,88.85096485777107
I,0.5875,0.4375,0.1,1.99863975,0.5953395,0.396893,0.56699,5.0,0.015033011721279283,132.95005598717907
I,0.475,0.35,0.075,0.8221355,0.43941725,0.1417475,0.283495,5.0,0.007215845626214055,113.93474065095135
I,0.925,0.6875,0.2125,6.180191,2.721552,1.14815475,1.984465,5.0,0.0788849620170191,78.34434906194986
I,0.775,0.5875,0.1875,3.81300775,1.360776,0.5953395,1.417475,5.0,0.05082845340659073,75.01719006672711
I,0.625,0.475,0.1625,2.96252275,1.17650425,0.510291,0.793786,5.0,0.028795887350189255,102.88006457215599
I,0.775,0.5875,0.1875,3.61456125,1.0489315,0.77961125,1.417475,5.0,0.05082845340659073,71.11294969150711
I,0.6375,0.4625,0.1625,2.0128145,0.83631025,0.510291,0.7654365,5.0,0.027300256082000762,73.72877726693055
I,0.875,0.5625,0.225,3.6003865,1.360776,0.907184,1.13398,5.0,0.05591359971843162,64.39196399678684
I,0.8125,0.6,0.2,4.309124,2.2963095,1.190679,1.417475,5.0,0.056548667764616284,76.20204277732448
M,0.5125,0.35,0.1125,0.9922325,0.41106775,0.226796,0.283495,5.0,0.010823768439321082,91.67163040881142
I,0.7,0.525,0.175,3.04757125,1.4458245,0.680388,0.850485,5.0,0.03788318953762379,80.44653280773247
I,0.6125,0.475,0.15,2.16873675,0.963883,0.396893,0.7087375,5.0,0.02658081909248239,81.5902904441859
I,0.6875,0.4875,0.1625,2.041164,0.86465975,0.46776675,0.56699,5.0,0.03033140211886278,67.2954053360633
I,0.6375,0.475,0.15,2.45223175,0.97805775,0.4819415,0.7087375,5.0,0.02658081909248239,92.25568788787034
I,0.4125,0.275,0.0625,0.41106775,0.21262125,0.1417475,0.1417475,5.0,0.0037122335066832523,110.73326859960227
I,0.5875,0.4375,0.1375,1.82854275,0.66621325,0.510291,0.56699,5.0,0.020670391116759015,88.46193280384836
I,0.7375,0.55,0.175,3.67126025,1.644271,0.623689,0.9922325,5.0,0.04157701527485242,88.30023573675182
I,0.8625,0.6375,0.2,5.65572525,2.26796,0.92135875,1.5592225,5.0,0.06383814446864884,88.59476253695857
I,0.7125,0.5375,0.2,3.04757125,1.2190285,0.58116475,0.793786,5.0,0.0453812876288088,67.15479902040838
I,0.65,0.5,0.225,2.8066005,1.0489315,0.6520385,0.850485,5.0,0.044178646691106466,63.52843987330631
I,0.5125,0.375,0.1,1.0489315,0.510291,0.18427175,0.3118445,5.0,0.011044661672776616,94.97180910352863
I,0.5875,0.425,0.125,1.8994165,0.510291,0.29766975,0.3685435,5.0,0.01773281790795801,107.11306628528529
I,0.7375,0.5375,0.1875,3.27436725,1.417475,0.77961125,1.13398,5.0,0.042544957152008255,76.9625231564122
I,0.5625,0.4125,0.1,1.31825175,0.7087375,0.4252425,0.4252425,5.0,0.013364040624059704,98.64170478700206
I,0.675,0.5,0.15,2.08368825,0.80796075,0.4819415,0.850485,5.0,0.02945243112740431,70.7475807680002
I,0.7375,0.55,0.2,3.61456125,1.474174,0.97805775,1.1623295,5.0,0.047516588885545635,76.0694598407828
I,0.7875,0.575,0.1625,3.005047,1.17650425,0.75126175,0.9922325,5.0,0.04219674351315821,71.21514007503768
I,0.9125,0.675,0.2125,5.556502,2.4097075,1.190679,1.70097,5.0,0.07604249561706701,73.07101055679841
I,0.6,0.45,0.2,2.05533875,0.793786,0.41106775,0.7087375,5.0,0.03180862561759666,64.61576726732193
I,0.45,0.325,0.075,0.75126175,0.2551455,0.1417475,0.2551455,5.0,0.0062218260756641604,120.74618301184273
I,0.65,0.475,0.15,2.438057,0.850485,0.52446575,0.8221355,5.0,0.02658081909248239,91.72241801568612
I,0.5625,0.425,0.1625,1.13398,0.66621325,0.3118445,0.396893,5.0,0.02305266328034541,49.19084559599783
I,0.6875,0.5,0.1625,2.721552,1.0489315,0.5953395,0.850485,5.0,0.031906800388021336,85.29692626346022
I,0.7625,0.575,0.1875,3.96893,1.417475,0.75126175,1.13398,5.0,0.048688550207490244,81.51670121796766
I,0.6875,0.5125,0.175,2.381358,0.97805775,0.63786375,0.850485,5.0,0.03610070386210067,65.96430942444873
I,0.7875,0.575,0.1625,4.3941725,1.60174675,0.86465975,1.304077,5.0,0.04219674351315821,104.13534633614002
I,0.7875,0.575,0.2,3.6003865,1.247378,0.83631025,1.1056305,5.0,0.05193445355465626,69.32558741974483
I,0.6375,0.4875,0.175,2.097863,0.8788345,0.60951425,0.7087375,5.0,0.032664586897236836,64.22438485445724
I,0.75,0.55,0.1875,3.67126025,1.247378,0.737087,0.9922325,5.0,0.044546802080199024,82.4135533543017
I,0.675,0.475,0.15,2.8066005,1.20485375,0.55281525,0.850485,5.0,0.02658081909248239,105.58743469247588
I,0.725,0.525,0.15,3.40194,1.54504775,0.66621325,0.850485,5.0,0.03247130531796325,104.7675776100702
I,0.7375,0.55,0.2125,3.72795925,1.871067,0.680388,1.190679,5.0,0.05048637569089223,73.84089665744268
I,0.6375,0.475,0.15,2.0695135,0.77961125,0.52446575,0.7087375,5.0,0.02658081909248239,77.85740133889634
I,0.6375,0.4625,0.15,2.28213475,0.793786,0.47527325,0.7087375,5.0,0.025200236383385317,90.56005329793757
I,0.5375,0.375,0.1375,1.1623295,0.49611625,0.35436875,0.4252425,5.0,0.015186409800067848,76.53747760677491
I,0.6375,0.475,0.1875,2.45223175,0.793786,0.5386405,0.7087375,5.0,0.033226023865602985,73.80455031029628
I,0.7125,0.525,0.15,3.18931875,1.54504775,0.80796075,0.850485,5.0,0.03247130531796325,98.2196040094408
I,0.7,0.525,0.1625,3.005047,1.17650425,0.56699,0.850485,5.0,0.035177247427793525,85.42587097436491
I,0.5875,0.4,0.1375,1.71514475,0.80796075,0.340194,0.4252425,5.0,0.017278759594743866,99.26318730204109
I,1.0875,0.825,0.2625,11.35397475,5.1312595,2.83495,2.494756,5.0,0.1403224265526269,80.91347212943026
I,0.8625,0.625,0.2,5.06038575,1.88524175,0.9922325,1.2757275,5.0,0.061359231515425654,82.4714655809831
I,0.6875,0.5125,0.2,3.96893,1.2757275,0.80796075,0.850485,5.0,0.041257947270972206,96.1979512439877
I,0.825,0.575,0.2125,4.6209685,1.74349425,1.0489315,1.0489315,5.0,0.05518035690182227,83.74299767980293
I,0.6875,0.55,0.1875,5.06038575,2.0695135,0.86465975,1.8427175,5.0,0.044546802080199024,113.59706002890233
I,1.1875,0.8875,0.3125,15.8473705,7.9095105,3.6003865,3.685435,5.0,0.19331992879328794,81.97484138815915
I,0.825,0.625,0.2375,4.309124,1.8427175,0.86465975,1.2757275,5.0,0.07286408742456796,59.13920220933242
I,0.3875,0.2625,0.0875,0.49611625,0.170097,0.1417475,0.1417475,5.0,0.004735398692202974,104.7675776100702
I,0.8375,0.625,0.1875,4.20990075,1.68679525,0.86465975,1.2757275,5.0,0.05752427954571154,73.18476273404887
I,0.525,0.375,0.1,1.31825175,0.60951425,0.340194,0.4252425,5.0,0.011044661672776616,119.35646279227247
I,0.5875,0.4375,0.1375,1.71514475,0.75126175,0.2551455,0.56699,5.0,0.020670391116759015,82.9759214671756
I,0.625,0.475,0.15,2.8066005,1.0489315,0.52446575,0.850485,5.0,0.02658081909248239,105.58743469247588
I,0.9,0.7375,0.225,7.44174375,3.13261975,1.63009625,1.871067,5.0,0.09611616820733851,77.42447382990679
I,0.9125,0.675,0.1875,5.1312595,2.0695135,1.17650425,1.70097,5.0,0.06709631966211796,76.47602023240431
I,0.8125,0.6,0.1875,3.4302895,1.54504775,0.75126175,1.2190285,5.0,0.053014376029327764,64.70489246355272
I,0.6375,0.5125,0.175,2.36718325,1.1056305,0.32601925,0.7087375,5.0,0.03610070386210067,65.57166472549368
I,0.875,0.65,0.1875,5.34388075,2.154562,1.00640725,1.5592225,5.0,0.06221826075664161,85.8892660291787
I,0.55,0.4125,0.15,1.54504775,0.60951425,0.283495,0.56699,5.0,0.020046060936089554,77.0748804428905
I,0.525,0.375,0.1375,1.45999925,0.5386405,0.396893,0.4252425,5.0,0.015186409800067848,96.13853894509532
I,0.525,0.375,0.1375,1.190679,0.75126175,0.2551455,0.2551455,5.0,0.015186409800067848,78.40424535328162
I,0.5,0.35,0.15,0.9922325,0.41106775,0.226796,0.283495,5.0,0.01443169125242811,68.75372280660858
I,0.6875,0.5375,0.175,2.8066005,1.0489315,0.72291225,0.850485,5.0,0.0397086266752077,70.67986820486836
I,0.5125,0.475,0.125,1.1623295,0.46776675,0.18427175,0.396893,5.0,0.022150682577068658,52.473755422927404
I,0.5875,0.4375,0.1375,1.6726205,0.75126175,0.35436875,0.56699,5.0,0.020670391116759015,80.9186672159233
M,0.7875,0.575,0.1625,3.24601775,1.2757275,0.77961125,1.14815475,5.0,0.04219674351315821,76.92578809992278
I,0.6875,0.5125,0.1375,2.721552,1.0489315,0.5953395,0.850485,5.0,0.02836483874879339,95.94808643556176
I,0.6,0.4625,0.1625,1.3891255,0.8788345,0.29766975,0.7087375,5.0,0.027300256082000762,50.8832406490084
I,0.8375,0.625,0.225,4.80524025,2.721552,1.0489315,1.2757275,5.0,0.06902913545485385,69.61176926723503
I,0.75,0.575,0.2,3.61456125,1.2190285,0.75126175,1.13398,5.0,0.05193445355465626,69.59852280328714
I,0.675,0.4875,0.1625,2.16873675,0.86465975,0.4819415,0.60951425,5.0,0.03033140211886278,71.50136816956724
I,0.7,0.525,0.2,3.61456125,1.17650425,0.75126175,0.9922325,5.0,0.043295073757284336,83.48666340802468
I,0.7375,0.55,0.1875,3.572037,1.474174,0.8788345,0.9922325,5.0,0.044546802080199024,80.18616002040164
I,0.525,0.4,0.1,1.31825175,0.60951425,0.4252425,0.43941725,5.0,0.012566370614359175,104.9031411260207
I,0.6,0.45,0.1625,2.59397925,1.34660125,0.52446575,0.7087375,5.0,0.025844508314297285,100.36868252451916
I,0.725,0.5125,0.2,3.40194,1.60174675,0.850485,0.97805775,5.0,0.041257947270972206,82.4553867805609
I,0.7625,0.6125,0.1875,4.12485225,1.70097,0.9922325,1.2757275,5.0,0.05524631807570138,74.66293490089082
I,0.6375,0.475,0.175,2.2396105,0.9355335,0.60951425,0.7654365,5.0,0.03101095560789612,72.219976975806
I,0.8125,0.625,0.1875,3.67126025,1.530873,0.69456275,1.417475,5.0,0.05752427954571154,63.82105571757124
I,0.8,0.6,0.175,4.3941725,1.814368,0.92135875,1.2757275,5.0,0.04948008429403924,88.80689195853607
I,0.675,0.5,0.1875,3.67126025,1.474174,1.190679,0.850485,5.0,0.03681553890925539,99.72039955870505
I,0.9125,0.675,0.1875,5.7549485,2.3530085,1.03475675,1.5592225,5.0,0.06709631966211796,85.77144810595621
I,0.675,0.475,0.175,2.8066005,1.26155275,0.66621325,0.850485,5.0,0.03101095560789612,90.50351545069361
I,0.525,0.375,0.125,1.190679,0.56699,0.3118445,0.3685435,5.0,0.01380582709097077,86.24466988860979
I,0.75,0.5625,0.175,4.20990075,1.984465,1.14815475,1.20485375,5.0,0.04348835533655792,96.80524171170488
